,date,user,conversation,replies number,likes number,rewteets number,cleaned_data,token_data,polarity,bert_sentiment,vader_sentiment
0,2023-03-02 05:28:52+00:00,TaylorLorenz,"“Is it realistic to Defund the Police? Is it realistic to end the production of fossil fuels? Is it realistic to bring down an oligarchy? Is it realistic to Abolish ICE?
Was it realistic to fight AIDS? Was it realistic to end segregation?” https://t.co/WHSD5QfXEP",0,248,33,“is realistic defund police is realistic end production fossil fuels is realistic bring oligarchy is realistic abolish ice was realistic fight aids was realistic end segregation” httpstcowhsdqfxep,“is realistic defund police is realistic end production fossil fuels is realistic bring oligarchy is realistic abolish ice was realistic fight aids was realistic end segregation” httpstcowhsdqfxep,"('Positive', 0.16666666666666666)","{'Negative': 0.30317286, 'Neutral': 0.65135354, 'Positive': 0.04547367}","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3818}"
0,2023-03-02 05:27:12+00:00,mkarolian,"@TaylorLorenz Taylor ""we can't just live in fear"" 🤡",0,10,0,taylorlorenz taylor we cant live fear 🤡,taylorlorenz taylor we cant live fear 🤡,"('Positive', 0.13636363636363635)","{'Negative': 0.6978837, 'Neutral': 0.2834493, 'Positive': 0.018666916}","{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.3875}"
0,2023-03-02 05:25:55+00:00,TaylorLorenz,Think: would u say this abt literally any other social justice issue? Would these same progressives tell trans ppl the “ship has sailed” on public sentiment toward them? Or say ppl have “moved on” from the many other unpopular protections we live w every day? It’s ridiculous fam,1,284,31,think would u say abt literally social justice issue would progressives tell trans ppl “ship sailed” public sentiment toward them or say ppl “moved on” many unpopular protections live w every day it’s ridiculous fam,think would u say abt literally social justice issue would progressives tell trans ppl “ship sailed” public sentiment toward them or say ppl “moved on” many unpopular protections live w every day it’s ridiculous fam,"('Positive', 0.06727272727272728)","{'Negative': 0.68915737, 'Neutral': 0.2864363, 'Positive': 0.024406375}","{'neg': 0.068, 'neu': 0.84, 'pos': 0.092, 'compound': 0.2263}"
0,2023-03-02 02:44:16+00:00,bigdogdiggler,@TaylorLorenz @NateB_Panic You are insufferable TayTay,0,0,0,taylorlorenz natebpanic you insufferable taytay,taylorlorenz natebpanic you insufferable taytay,"('Neutral', 0.0)","{'Negative': 0.96266335, 'Neutral': 0.03405603, 'Positive': 0.0032805814}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-03-02 00:59:02+00:00,Mikebuschke1,"@TaylorLorenz @NateB_Panic You're excluding yourself from society.  What did you do, before Covid, during the annual flu season Taylor?",0,2,0,taylorlorenz natebpanic youre excluding society what do covid annual flu season taylor,taylorlorenz natebpanic youre excluding society what do covid annual flu season taylor,"('Neutral', 0.0)","{'Negative': 0.59618366, 'Neutral': 0.38514256, 'Positive': 0.018673796}","{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}"
0,2023-03-01 23:00:07+00:00,TaylorLorenz,This is good btw https://t.co/ngM6bpQY0X,0,29,2,this good btw httpstcongmbpqyx,this good btw httpstcongmbpqyx,"('Positive', 0.7)","{'Negative': 0.0011430107, 'Neutral': 0.01530824, 'Positive': 0.9835488}","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
0,2023-03-01 17:48:58+00:00,WowGoodTweets,"@TaylorLorenz @elysecarmosino @hannnmadd If you want a to be a copycat orderer, you should just go to a buffet",0,0,0,taylorlorenz elysecarmosino hannnmadd if want copycat orderer go buffet,taylorlorenz elysecarmosino hannnmadd if want copycat orderer go buffet,"('Neutral', 0.0)","{'Negative': 0.30985788, 'Neutral': 0.6366509, 'Positive': 0.053491212}","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}"
0,2023-03-01 17:19:06+00:00,Annie_Wu_22,@TaylorLorenz watched the doc — so good! I lived in Abercrombie kids bc in high school it was the only place I could find teenage looking clothes when I had the body of like an 11 year old (gymnast probs)🙃,0,1,0,taylorlorenz watched doc — good i lived abercrombie kids bc high school place i could find teenage looking clothes i body like year old gymnast probs🙃,taylorlorenz watched doc — good i lived abercrombie kids bc high school place i could find teenage looking clothes i body like year old gymnast probs🙃,"('Positive', 0.24)","{'Negative': 0.005682673, 'Neutral': 0.036428712, 'Positive': 0.9578886}","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.6597}"
0,2023-03-01 16:40:56+00:00,iseeu111,"@TaylorLorenz can't even make her comment section open, because she knows she tweets bullsh*t and can't let the truth be spoken under her sh*tpost. The funniest thing about those ""debunkers"" is that they are helpless against the facts/receipts/truth #cowards #supportarmiehammer",1,23,4,taylorlorenz cant even make comment section open knows tweets bullsht cant let truth spoken shtpost the funniest thing debunkers helpless against factsreceiptstruth cowards supportarmiehammer,taylorlorenz cant even make comment section open knows tweets bullsht cant let truth spoken shtpost the funniest thing debunkers helpless against factsreceiptstruth cowards supportarmiehammer,"('Neutral', 0.0)","{'Negative': 0.937921, 'Neutral': 0.056867186, 'Positive': 0.0052117207}","{'neg': 0.168, 'neu': 0.71, 'pos': 0.122, 'compound': -0.0931}"
0,2023-03-01 16:15:50+00:00,elysecarmosino,"@TaylorLorenz @hannnmadd I’m personally team “order something different,” but everyone has their preferences!",0,2,0,taylorlorenz hannnmadd i’m personally team “order something different” but everyone preferences,taylorlorenz hannnmadd i’m personally team “order something different” but everyone preferences,"('Neutral', 0.0)","{'Negative': 0.03791393, 'Neutral': 0.79925406, 'Positive': 0.162832}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-03-01 14:41:50+00:00,RayCray17,@TaylorLorenz idiot,0,0,0,taylorlorenz idiot,taylorlorenz idiot,"('Negative', -0.8)","{'Negative': 0.79735124, 'Neutral': 0.1847371, 'Positive': 0.017911617}","{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5106}"
0,2023-03-01 10:45:03+00:00,klitklittredge,@TaylorLorenz ur so real for this,0,3,0,taylorlorenz ur real,taylorlorenz ur real,"('Positive', 0.2)","{'Negative': 0.0075086188, 'Neutral': 0.18555589, 'Positive': 0.80693555}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-03-01 09:16:50+00:00,DwightMansburdn,@TaylorLorenz @Babygravy9 It was probably a lot tamer than an Ed Buck fundraiser,0,4,0,taylorlorenz babygravy it probably lot tamer ed buck fundraiser,taylorlorenz babygravy it probably lot tamer ed buck fundraiser,"('Neutral', 0.0)","{'Negative': 0.23064691, 'Neutral': 0.67021996, 'Positive': 0.09913309}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-03-01 08:37:18+00:00,TheElephantsKid,"@TaylorLorenz @Babygravy9 The Abercrombie documentary
like the lawsuit by Dormie D0ucheb*g socialists

was garbage propaganda and crooked, baseless lawfare

abuse the legal system while you libel and dishonestly trash them in the media

they should have fought and countersued, but it's cheaper to settle",0,1,0,taylorlorenz babygravy the abercrombie documentary like lawsuit dormie duchebg socialists garbage propaganda crooked baseless lawfare abuse legal system libel dishonestly trash media fought countersued but its cheaper settle,taylorlorenz babygravy the abercrombie documentary like lawsuit dormie duchebg socialists garbage propaganda crooked baseless lawfare abuse legal system libel dishonestly trash media fought countersued but its cheaper settle,"('Negative', -0.039999999999999994)","{'Negative': 0.8553923, 'Neutral': 0.13527703, 'Positive': 0.00933071}","{'neg': 0.224, 'neu': 0.683, 'pos': 0.093, 'compound': -0.4939}"
0,2023-03-01 06:22:23+00:00,JKennedy8,"@TaylorLorenz @SemiFakeGods I’ve been using this one for conferences. It’s not perfect but has a foam nose bridge and is comfortable for long periods. https://t.co/XQ7K57t1HY 

I also use Nozin nasal sanitizer. I have been lucky to not get sick at all despite travel/events (used to get sick OFTEN pre Covid)",1,0,0,taylorlorenz semifakegods i’ve using one conferences it’s not perfect but foam nose bridge comfortable long periods httpstcoxqkhy i also use nozin nasal sanitizer i lucky not get sick despite travelevents used get sick often pre covid,taylorlorenz semifakegods i’ve using one conferences it’s not perfect but foam nose bridge comfortable long periods httpstcoxqkhy i also use nozin nasal sanitizer i lucky not get sick despite travelevents used get sick often pre covid,"('Negative', -0.20753968253968255)","{'Negative': 0.036735155, 'Neutral': 0.21684761, 'Positive': 0.7464172}","{'neg': 0.043, 'neu': 0.627, 'pos': 0.33, 'compound': 0.9355}"
0,2023-03-01 04:07:12+00:00,chickadee388,@TaylorLorenz @TrungTPhan @TechCrunch @CommunityNotes With posts like this it's any wonder why less and less people are trusting journalists these days.,0,0,0,taylorlorenz trungtphan techcrunch communitynotes with posts like its wonder less less people trusting journalists days,taylorlorenz trungtphan techcrunch communitynotes with posts like its wonder less less people trusting journalists days,"('Negative', -0.16666666666666666)","{'Negative': 0.7923772, 'Neutral': 0.19733365, 'Positive': 0.010289171}","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.5658}"
0,2023-03-01 02:16:41+00:00,giladrom,@TaylorLorenz Some people are unwell,0,0,0,taylorlorenz some people unwell,taylorlorenz some people unwell,"('Neutral', 0.0)","{'Negative': 0.88859683, 'Neutral': 0.10571743, 'Positive': 0.0056857285}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-03-01 02:07:16+00:00,_cingraham,@TaylorLorenz I feel like she posted another thermonuclear take recently but I can't recall what it was,1,5,0,taylorlorenz i feel like posted another thermonuclear take recently but i cant recall,taylorlorenz i feel like posted another thermonuclear take recently but i cant recall,"('Neutral', 0.0)","{'Negative': 0.15782635, 'Neutral': 0.80289835, 'Positive': 0.03927533}","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.1901}"
0,2023-03-01 02:03:26+00:00,Riverboatjack,@TaylorLorenz My partner and I both ordered Buffalo chicken mac and cheese yesterday and it was sublime - I was unaware of this rule,0,4,0,taylorlorenz my partner i ordered buffalo chicken mac cheese yesterday sublime  i unaware rule,taylorlorenz my partner i ordered buffalo chicken mac cheese yesterday sublime  i unaware rule,"('Negative', -0.3)","{'Negative': 0.00330791, 'Neutral': 0.03385488, 'Positive': 0.96283716}","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}"
0,2023-03-01 01:56:57+00:00,real91toph,@TaylorLorenz They won't take away my mushroom soup entrée from my cold dead hands! https://t.co/E6H38XHABe,0,1,0,taylorlorenz they wont take away mushroom soup entrée cold dead hands httpstcoehxhabe,taylorlorenz they wont take away mushroom soup entrée cold dead hands httpstcoehxhabe,"('Negative', -0.4)","{'Negative': 0.5296632, 'Neutral': 0.39017037, 'Positive': 0.08016641}","{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.6486}"
0,2023-03-01 01:53:44+00:00,AustinJ,@TaylorLorenz 100%. I plan to steal some of your food to try myself and I can't do that if you order the same thing,0,9,0,taylorlorenz i plan steal food try i cant order thing,taylorlorenz i plan steal food try i cant order thing,"('Neutral', 0.0)","{'Negative': 0.7005147, 'Neutral': 0.27404812, 'Positive': 0.02543727}","{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.4939}"
0,2023-03-01 01:52:46+00:00,Allison_Good1,@TaylorLorenz Jesus,0,2,0,taylorlorenz jesus,taylorlorenz jesus,"('Neutral', 0.0)","{'Negative': 0.06575916, 'Neutral': 0.84769076, 'Positive': 0.08655008}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-03-01 01:46:22+00:00,TaylorLorenz,"Also the fact that he immediately began accusing people of child abuse when asked to mask is so telling. Far right conspiracies are all deeply intertwined. I still can’t get over the vitriol this man was hurling at others in the waiting room, just vulnerable ppl there for testing",1,95,2,also fact immediately began accusing people child abuse asked mask telling far right conspiracies deeply intertwined i still can’t get over vitriol man hurling others waiting room vulnerable ppl testing,also fact immediately began accusing people child abuse asked mask telling far right conspiracies deeply intertwined i still can’t get over vitriol man hurling others waiting room vulnerable ppl testing,"('Negative', -0.02857142857142858)","{'Negative': 0.94184154, 'Neutral': 0.05452358, 'Positive': 0.0036347832}","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.7783}"
0,2023-03-01 01:44:05+00:00,TaylorLorenz,Reminder of the real world effect of anti mask/anti public health propaganda. My tech told me she’s caring for a relative w cancer &amp; the location has had to deal with numerous customers coming in &amp; becoming aggressive when they’re told to mask. Workers have to shoulder this abuse,1,84,5,reminder real world effect anti maskanti public health propaganda my tech told she’s caring relative w cancer amp location deal numerous customers coming amp becoming aggressive they’re told mask workers shoulder abuse,reminder real world effect anti maskanti public health propaganda my tech told she’s caring relative w cancer amp location deal numerous customers coming amp becoming aggressive they’re told mask workers shoulder abuse,"('Positive', 0.09166666666666667)","{'Negative': 0.9040029, 'Neutral': 0.09071553, 'Positive': 0.005281538}","{'neg': 0.34, 'neu': 0.585, 'pos': 0.075, 'compound': -0.8834}"
0,2023-03-01 00:55:27+00:00,MCapanzzi,@TaylorLorenz @dukesofhazzrd @kv_swartz Roscoe is a douchebag troll. He diddybops here and there from tweet to tweet slinging snide remarks. He thinks he has ‘trigger’ power. He doesn’t but he tries. 😆,1,0,0,taylorlorenz dukesofhazzrd kvswartz roscoe douchebag troll he diddybops tweet tweet slinging snide remarks he thinks ‘trigger’ power he doesn’t but tries 😆,taylorlorenz dukesofhazzrd kvswartz roscoe douchebag troll he diddybops tweet tweet slinging snide remarks he thinks ‘trigger’ power he doesn’t but tries 😆,"('Negative', -0.1)","{'Negative': 0.7630997, 'Neutral': 0.20786147, 'Positive': 0.029038921}","{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.3612}"
0,2023-02-28 22:52:00+00:00,coco_chatel,@TaylorLorenz PLEASE. We need them.,0,2,0,taylorlorenz please we need them,taylorlorenz please we need them,"('Neutral', 0.0)","{'Negative': 0.04316246, 'Neutral': 0.65500075, 'Positive': 0.30183685}","{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}"
0,2023-02-28 22:49:44+00:00,real91toph,"@TaylorLorenz Gonna get The Razer Zephyr for sure

https://t.co/c7h1UyohBW",0,2,0,taylorlorenz gonna get the razer zephyr sure httpstcocuyohbw,taylorlorenz gonna get the razer zephyr sure httpstcocuyohbw,"('Positive', 0.5)","{'Negative': 0.0048922347, 'Neutral': 0.7122017, 'Positive': 0.28290603}","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}"
0,2023-02-28 20:48:33+00:00,Dougmops,"@TaylorLorenz the only 1 who is trying rehabiliate her image is #elizabethchambers who used a friend's email to spread bs,who tried to fool 3 psychologists colluding with a Bulgarian psycho stalker Efrosina Angelova aka #houseofeffie and trashy reporters like u are enabling her https://t.co/0f86bmOOJ6",3,38,10,taylorlorenz trying rehabiliate image elizabethchambers used friends email spread bswho tried fool  psychologists colluding bulgarian psycho stalker efrosina angelova aka houseofeffie trashy reporters like u enabling httpstcofbmooj,taylorlorenz trying rehabiliate image elizabethchambers used friends email spread bswho tried fool  psychologists colluding bulgarian psycho stalker efrosina angelova aka houseofeffie trashy reporters like u enabling httpstcofbmooj,"('Neutral', 0.0)","{'Negative': 0.8521495, 'Neutral': 0.13945794, 'Positive': 0.008392566}","{'neg': 0.156, 'neu': 0.673, 'pos': 0.171, 'compound': 0.128}"
0,2023-02-28 20:07:40+00:00,AbbyMachines,@TaylorLorenz thank u 😊😊,0,1,0,taylorlorenz thank u 😊😊,taylorlorenz thank u 😊😊,"('Neutral', 0.0)","{'Negative': 0.0014976434, 'Neutral': 0.037295114, 'Positive': 0.96120733}","{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}"
0,2023-02-28 19:58:56+00:00,msmacb,@TaylorLorenz i spent like the first year and a half of the pandemic yelling abt mask quality (for which some fun people called me...anti-mask?) and it's been so depressing to watch this stubborn refusal to make clear distinctions about which masks work for an airborne virus and which don't,0,4,1,taylorlorenz spent like first year half pandemic yelling abt mask quality for fun people called meantimask its depressing watch stubborn refusal make clear distinctions masks work airborne virus dont,taylorlorenz spent like first year half pandemic yelling abt mask quality for fun people called meantimask its depressing watch stubborn refusal make clear distinctions masks work airborne virus dont,"('Negative', -0.0361111111111111)","{'Negative': 0.9222488, 'Neutral': 0.07044861, 'Positive': 0.007302535}","{'neg': 0.141, 'neu': 0.637, 'pos': 0.223, 'compound': 0.4767}"
0,2023-02-28 19:36:32+00:00,TaylorLorenz,It's such a massive failure of public health communication from our leaders that people still believe they'll be safe in areas of high Covid transmission with a surgical mask. You will not. Wear an N95 or higher or an elastomeric respirator.,0,134,29,its massive failure public health communication leaders people still believe theyll safe areas high covid transmission surgical mask you not wear n higher elastomeric respirator,its massive failure public health communication leaders people still believe theyll safe areas high covid transmission surgical mask you not wear n higher elastomeric respirator,"('Positive', 0.09888888888888887)","{'Negative': 0.86652255, 'Neutral': 0.12233127, 'Positive': 0.011146187}","{'neg': 0.117, 'neu': 0.78, 'pos': 0.103, 'compound': -0.1027}"
0,2023-02-28 19:35:43+00:00,Allison_Good1,"@TaylorLorenz Eye doctor yesterday: you must be so uncomfortable in that mask!
His staff: you can’t hear anyone through these masks!
Me: Lol I’m fine actually",0,7,1,taylorlorenz eye doctor yesterday must uncomfortable mask his staff can’t hear anyone masks me lol i’m fine actually,taylorlorenz eye doctor yesterday must uncomfortable mask his staff can’t hear anyone masks me lol i’m fine actually,"('Positive', 0.1791666666666667)","{'Negative': 0.26416713, 'Neutral': 0.51892656, 'Positive': 0.21690628}","{'neg': 0.117, 'neu': 0.676, 'pos': 0.207, 'compound': 0.25}"
0,2023-02-28 19:35:36+00:00,corybe,@TaylorLorenz Doesn't happen that often in Seattle 😁,0,1,0,taylorlorenz doesnt happen often seattle 😁,taylorlorenz doesnt happen often seattle 😁,"('Neutral', 0.0)","{'Negative': 0.07509779, 'Neutral': 0.5521269, 'Positive': 0.37277538}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 19:28:00+00:00,DavidClinchNews,@TaylorLorenz I will miss her so much. Life is not fair.,0,1,0,taylorlorenz i miss much life not fair,taylorlorenz i miss much life not fair,"('Negative', -0.07499999999999998)","{'Negative': 0.8765953, 'Neutral': 0.10524226, 'Positive': 0.018162474}","{'neg': 0.471, 'neu': 0.529, 'pos': 0.0, 'compound': -0.374}"
0,2023-02-28 19:17:48+00:00,TheNoerdy,@TaylorLorenz https://t.co/bidGzS6MDA,0,10,1,taylorlorenz httpstcobidgzsmda,taylorlorenz httpstcobidgzsmda,"('Neutral', 0.0)","{'Negative': 0.087996975, 'Neutral': 0.8635602, 'Positive': 0.048442878}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 19:14:35+00:00,gold_trader123,"@TaylorLorenz @leximcmenamin Taylor, I’ve come to realise you do talk a lot of sense. Your detractors are wrong,wrong,wrong.",0,0,0,taylorlorenz leximcmenamin taylor i’ve come realise talk lot sense your detractors wrongwrongwrong,taylorlorenz leximcmenamin taylor i’ve come realise talk lot sense your detractors wrongwrongwrong,"('Neutral', 0.0)","{'Negative': 0.2987915, 'Neutral': 0.51165175, 'Positive': 0.18955679}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 18:50:35+00:00,MeBoomBoomDown,@TaylorLorenz is a liar and coward. She spouts her nonsense and turns off comments so we can't respond with the truth.,0,0,0,taylorlorenz liar coward she spouts nonsense turns off comments cant respond truth,taylorlorenz liar coward she spouts nonsense turns off comments cant respond truth,"('Neutral', 0.0)","{'Negative': 0.9619045, 'Neutral': 0.035390202, 'Positive': 0.0027052893}","{'neg': 0.578, 'neu': 0.422, 'pos': 0.0, 'compound': -0.8739}"
0,2023-02-28 18:32:03+00:00,rawhide_dutch,"@TaylorLorenz 

Where's my Global Warming Taylor?

""Officially the snowiest Oct-Feb period since 1970 as recorded by the Central Sierra Snow Lab near Donner Summit, and likely the highest since 1952. It's also the coldest winter recorded so far for Tahoe City since 1952.""",0,0,0,taylorlorenz wheres global warming taylor officially snowiest octfeb period since recorded central sierra snow lab near donner summit likely highest since its also coldest winter recorded far tahoe city since,taylorlorenz wheres global warming taylor officially snowiest octfeb period since recorded central sierra snow lab near donner summit likely highest since its also coldest winter recorded far tahoe city since,"('Positive', 0.04)","{'Negative': 0.4276219, 'Neutral': 0.4844338, 'Positive': 0.08794428}","{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.1531}"
0,2023-02-28 18:18:14+00:00,giladrom,@TaylorLorenz What,0,0,0,taylorlorenz what,taylorlorenz what,"('Neutral', 0.0)","{'Negative': 0.12140608, 'Neutral': 0.82786626, 'Positive': 0.050727658}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 18:05:07+00:00,RobertFreundLaw,@TaylorLorenz Very important to tip so that landlords will do things they're legally obligated to do.,0,0,0,taylorlorenz very important tip landlords things theyre legally obligated do,taylorlorenz very important tip landlords things theyre legally obligated do,"('Positive', 0.36)","{'Negative': 0.083054215, 'Neutral': 0.72694093, 'Positive': 0.19000494}","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.3597}"
0,2023-02-28 18:01:21+00:00,ChrisGoldstei15,@TaylorLorenz @leximcmenamin Why were so many #Jewish individuals involved with covid misinformation and vaccines? https://t.co/d06Dj6O2xG,0,0,0,taylorlorenz leximcmenamin why many jewish individuals involved covid misinformation vaccines httpstcoddjoxg,taylorlorenz leximcmenamin why many jewish individuals involved covid misinformation vaccines httpstcoddjoxg,"('Positive', 0.25)","{'Negative': 0.600124, 'Neutral': 0.38453522, 'Positive': 0.01534075}","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}"
0,2023-02-28 17:53:05+00:00,leximcmenamin,@TaylorLorenz i got character limited but yes this too!,1,2,0,taylorlorenz got character limited but yes too,taylorlorenz got character limited but yes too,"('Negative', -0.07142857142857142)","{'Negative': 0.01059712, 'Neutral': 0.3075002, 'Positive': 0.6819027}","{'neg': 0.145, 'neu': 0.5, 'pos': 0.355, 'compound': 0.4767}"
0,2023-02-28 17:48:58+00:00,babs_zone,@TaylorLorenz ain’t it though 🤪 america’s frontline drama indeed !!!!,0,2,1,taylorlorenz ain’t though 🤪 america’s frontline drama indeed ,taylorlorenz ain’t though 🤪 america’s frontline drama indeed ,"('Neutral', 0.0)","{'Negative': 0.5876228, 'Neutral': 0.3588504, 'Positive': 0.053526737}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 17:45:48+00:00,babs_zone,"@TaylorLorenz curious to know which side of the AFLDS schism ok’d the money for sponsorship 🤔 simone and M4L have history, but simone should be uh packing up the house she purchased for AFLDS as she’s supposedly in the process of being evicted since she was removed from the board. curious!!!",1,3,1,taylorlorenz curious know side aflds schism ok’d money sponsorship 🤔 simone ml history but simone uh packing house purchased aflds she’s supposedly process evicted since removed board curious,taylorlorenz curious know side aflds schism ok’d money sponsorship 🤔 simone ml history but simone uh packing house purchased aflds she’s supposedly process evicted since removed board curious,"('Positive', 0.10000000000000002)","{'Negative': 0.37618306, 'Neutral': 0.5904931, 'Positive': 0.033323858}","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5574}"
0,2023-02-28 17:37:23+00:00,RobertFreundLaw,@TaylorLorenz Glad this doesn't seem to be as much of a problem in LA.,0,1,0,taylorlorenz glad doesnt seem much problem la,taylorlorenz glad doesnt seem much problem la,"('Positive', 0.35)","{'Negative': 0.044499047, 'Neutral': 0.41686907, 'Positive': 0.5386319}","{'neg': 0.0, 'neu': 0.487, 'pos': 0.513, 'compound': 0.6437}"
0,2023-02-28 17:25:35+00:00,klumpshtein,"@TaylorLorenz It's the only way I drink it.  Am I now the alien, who are these people",0,2,0,taylorlorenz its way i drink it am i alien people,taylorlorenz its way i drink it am i alien people,"('Negative', -0.25)","{'Negative': 0.31403643, 'Neutral': 0.5774762, 'Positive': 0.108487345}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 17:23:40+00:00,kim_crawley,@TaylorLorenz Yikes!,0,1,0,taylorlorenz yikes,taylorlorenz yikes,"('Neutral', 0.0)","{'Negative': 0.7184341, 'Neutral': 0.26010922, 'Positive': 0.021456769}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 15:48:37+00:00,NetBum1,"@TaylorLorenz @nytimes
Life we've said all along
MASKS DON'T WORK!!😆
And TONY FAUCI WAS WRONG, AND A PERJUROR 
Oh yeah, and #TRUMPWASRIGHT
AGAIN... #TRUMP2024
#2A @HouseGOP @RandPaul @SenTomCotton @HawleyMO
@SenateGOP @CNN @latimes
@adamcarolla @drdrew @megynkelly @pnjaban",0,1,0,taylorlorenz nytimes life weve said along masks dont work😆 and tony fauci was wrong and a perjuror oh yeah trumpwasright again trump a housegop randpaul sentomcotton hawleymo senategop cnn latimes adamcarolla drdrew megynkelly pnjaban,taylorlorenz nytimes life weve said along masks dont work😆 and tony fauci was wrong and a perjuror oh yeah trumpwasright again trump a housegop randpaul sentomcotton hawleymo senategop cnn latimes adamcarolla drdrew megynkelly pnjaban,"('Negative', -0.5)","{'Negative': 0.6498127, 'Neutral': 0.29772663, 'Positive': 0.05246067}","{'neg': 0.088, 'neu': 0.85, 'pos': 0.062, 'compound': -0.2263}"
0,2023-02-28 15:32:21+00:00,The_Dave_Mann,"@TaylorLorenz @TrungTPhan @TechCrunch @CommunityNotes Ah, Taylor always here for the worst possible take 🏆",0,0,0,taylorlorenz trungtphan techcrunch communitynotes ah taylor always worst possible take 🏆,taylorlorenz trungtphan techcrunch communitynotes ah taylor always worst possible take 🏆,"('Negative', -0.5)","{'Negative': 0.3869946, 'Neutral': 0.47578013, 'Positive': 0.13722526}","{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.6249}"
0,2023-02-28 09:49:48+00:00,ThinkTwiceBozo,@TaylorLorenz @Babygravy9 Yeah thats called MGTOW,0,1,0,taylorlorenz babygravy yeah thats called mgtow,taylorlorenz babygravy yeah thats called mgtow,"('Neutral', 0.0)","{'Negative': 0.042658646, 'Neutral': 0.83036757, 'Positive': 0.12697375}","{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}"
0,2023-02-28 08:04:18+00:00,BoboLewis13,@TaylorLorenz  oh man. time for a new career.,0,0,0,taylorlorenz oh man time new career,taylorlorenz oh man time new career,"('Positive', 0.13636363636363635)","{'Negative': 0.05324668, 'Neutral': 0.59949183, 'Positive': 0.34726143}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 05:09:13+00:00,nickfarruggia,@TaylorLorenz Concerning,0,3,0,taylorlorenz concerning,taylorlorenz concerning,"('Neutral', 0.0)","{'Negative': 0.06526272, 'Neutral': 0.877369, 'Positive': 0.05736828}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-28 04:42:01+00:00,ribaudo_nick,@TaylorLorenz A chatbot that posts memes featuring softcore porn and 47 year old right-wing talking points,0,4,0,taylorlorenz a chatbot posts memes featuring softcore porn  year old rightwing talking points,taylorlorenz a chatbot posts memes featuring softcore porn  year old rightwing talking points,"('Positive', 0.1)","{'Negative': 0.70418024, 'Neutral': 0.27808437, 'Positive': 0.017735394}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
